,id,encode
59,1,"[-0.05552015  0.0739131   0.02208353 -0.09891941 -0.13790672 -0.06108114
 -0.117837   -0.09793144  0.2036002  -0.13612093  0.19257942 -0.10056213
 -0.17702249  0.01279626  0.01158377  0.22272342 -0.2338558  -0.20408767
 -0.03347085 -0.02586494 -0.00176413  0.04993818 -0.0652158   0.05505171
 -0.06140199 -0.36390692 -0.09791778 -0.10082588  0.03134351 -0.04817935
 -0.02120315  0.0286101  -0.16230261 -0.06404366  0.0864334   0.14734609
  0.00185602 -0.15351373  0.16252504 -0.01150313 -0.32192543  0.02696103
  0.11555542  0.25024059  0.21649264  0.00921523 -0.04100563 -0.16974977
  0.18921088 -0.15805376  0.05149632  0.09402131  0.10704347  0.08184046
  0.05655636 -0.20807241  0.04973828  0.12404454 -0.2129875  -0.0554509
  0.11991375 -0.04311981  0.08981085 -0.1522548   0.28955775  0.07754052
 -0.11066329 -0.22125778  0.11294901 -0.15379246 -0.10501854  0.08357542
 -0.13506113 -0.17084801 -0.32818601 -0.00767505  0.37408876  0.10078371
 -0.19166881  0.06528598  0.02082509 -0.09703474  0.10081712  0.20534928
  0.06515492  0.01395847 -0.09809948 -0.05718883  0.3067708  -0.07178884
 -0.00159105  0.1579112  -0.07694253  0.07242481 -0.00629549  0.04437029
 -0.16656262  0.07305863 -0.1909408  -0.05619099 -0.06108142  0.04284844
 -0.04777073  0.12660925 -0.14424172  0.14505953  0.02359642 -0.01252365
 -0.0845793  -0.02038421 -0.0307829  -0.04330608  0.19129926 -0.21594991
  0.21623673  0.11521509  0.12462804  0.16616367  0.08651417  0.05560263
 -0.03146248 -0.04814864 -0.28289023  0.00444051  0.05028557 -0.03378166
  0.10399798  0.0692952 ]"
60,2,"[-0.0774248   0.09513284  0.09140186 -0.08660752 -0.11177683  0.0981053
 -0.01936642 -0.07824568  0.21629946 -0.0771562   0.15478578  0.06012103
 -0.22733794  0.0339375  -0.10400409  0.16456808 -0.11175182 -0.25532511
 -0.0468313  -0.03073546 -0.06587114  0.02396378 -0.00496137  0.01081873
 -0.06088511 -0.32540658 -0.06120881 -0.01430005 -0.06318513 -0.01159837
  0.00821646  0.19777484 -0.169715    0.0105477   0.05993858  0.11664619
 -0.02026184 -0.09686399  0.1798916   0.02861764 -0.16506822 -0.00725626
  0.13413346  0.29882517  0.22767772 -0.02823886  0.0335706  -0.06123301
  0.11703783 -0.33064595  0.04754007  0.21177348  0.08051047  0.14077565
  0.04888098 -0.1850275   0.08239744  0.05616508 -0.12787397  0.02543181
 -0.0108126  -0.05055947  0.033501   -0.09765687  0.2547189   0.14677221
 -0.06820809 -0.17512052  0.20774935 -0.10120693 -0.09347629  0.0492318
 -0.2089649  -0.15621366 -0.19343774  0.00321825  0.42347753  0.18103406
 -0.11872587  0.14107279 -0.13658001 -0.0535619  -0.07986046  0.07606465
 -0.03408457 -0.0206516  -0.08714293 -0.00413151  0.32263276  0.01516298
 -0.08632442  0.19211872  0.02112408 -0.03522416  0.05388543  0.06592756
 -0.01061751  0.02051792 -0.23583651 -0.07346479 -0.12197434 -0.07229588
 -0.03203877  0.10719963 -0.25659463  0.18028161 -0.00260124  0.03574933
 -0.03661095  0.00919879 -0.02178897  0.03695338  0.1693092  -0.26467043
  0.22121951  0.12195243  0.07600498  0.17414518  0.03551232  0.10764679
  0.01472853 -0.07928707 -0.0825353  -0.12165971 -0.00359442  0.00181243
  0.00914601  0.16278702]"
61,2,"[-0.01730038  0.12447566  0.11866603 -0.06217636 -0.07754567  0.07417497
 -0.04010792 -0.07606708  0.17352138 -0.13179024  0.13514517 -0.01282105
 -0.25793412  0.01979344 -0.02879173  0.17143895 -0.08959022 -0.28038689
 -0.06278485 -0.02979453  0.00553445  0.07843465  0.00678641  0.06170337
 -0.11632106 -0.33088502 -0.06882334 -0.03707037 -0.06477595 -0.06025083
 -0.03190545  0.1369016  -0.12060153  0.05073607  0.05999175  0.11813414
  0.04770024 -0.13027519  0.16719981  0.07394862 -0.26117608  0.01659415
  0.10522962  0.25834522  0.23003097 -0.00352811  0.04266889 -0.08340537
  0.07688116 -0.29801628  0.0777686   0.22074829  0.06464643  0.13753739
  0.0762751  -0.20563726  0.01446596  0.07387592 -0.15274441  0.02895688
 -0.03170313 -0.01989033  0.09343775 -0.06419705  0.2319929   0.15950866
 -0.09306841 -0.17881909  0.18761706 -0.16113745 -0.16386795  0.07864807
 -0.19844897 -0.13468476 -0.21928829 -0.00174783  0.38671044  0.14071555
 -0.15239556  0.12459975 -0.11030048 -0.04221074 -0.05322696  0.11344202
 -0.02251584 -0.01140185 -0.04678902 -0.004784    0.33687913  0.00579664
 -0.09311245  0.21594527 -0.02842066 -0.04209024  0.0670051   0.10115732
 -0.01418592  0.02497045 -0.17941104 -0.08451407 -0.06869407 -0.08986895
 -0.04857438  0.11824808 -0.30685687  0.13090883 -0.01910739 -0.02988316
 -0.02163339  0.07271536 -0.0750494   0.03424108  0.19413175 -0.30557036
  0.24402505  0.18407397  0.05108998  0.13974197  0.05573598  0.12059709
  0.05776857 -0.11331896 -0.07077551 -0.14286169  0.04353189  0.03241163
  0.01170667  0.13379806]"
62,2,"[ 0.01660285  0.09090085  0.06810945 -0.07194374 -0.09476897  0.08110216
 -0.03842765 -0.05076933  0.24394169 -0.15406884  0.15051611  0.00377621
 -0.18624662  0.0744349  -0.02684818  0.11322656 -0.10792014 -0.25565487
 -0.06573852 -0.00332391  0.01752558  0.00917517  0.00486719  0.07329644
 -0.08865575 -0.39666277 -0.11045078 -0.05045616 -0.01935688 -0.09018297
 -0.05160618  0.152327   -0.15185371 -0.01472585 -0.01578736  0.06167039
 -0.01387692 -0.13027692  0.21970683  0.06270199 -0.24269962  0.05658448
  0.046162    0.28663468  0.24171832  0.03800005  0.03279502 -0.04226597
  0.09280232 -0.34648046  0.03288851  0.24438906  0.06573721  0.10621408
  0.06319205 -0.1398993   0.03883744  0.02267445 -0.17038867  0.03335177
  0.02348075 -0.06267843  0.08891832 -0.11613928  0.3022697   0.15622719
 -0.09163705 -0.1269408   0.20150715 -0.13722788 -0.11307336  0.04760449
 -0.20024222 -0.17711072 -0.21440901  0.03012966  0.41930619  0.19579069
 -0.0940819   0.14886619 -0.17402519 -0.02535657 -0.04918738  0.09894034
 -0.01590199 -0.03937007 -0.0688149   0.0354094   0.29044336  0.01185704
 -0.07690937  0.20983715 -0.02407005  0.02199925  0.03209087  0.11120564
 -0.05398294  0.03344771 -0.1878034   0.03082141 -0.07675259 -0.01877075
 -0.03009869  0.15743455 -0.23360547  0.14761387 -0.06690607 -0.01524913
 -0.0045813   0.0535725  -0.07685166 -0.01156713  0.14229234 -0.33531579
  0.15986705  0.15447979  0.04286812  0.13856152  0.03450052  0.10617772
  0.01798127 -0.08904568 -0.2230628  -0.10746349  0.03908904  0.04101295
 -0.02550437  0.1385282 ]"
63,2,"[-0.08938698  0.09485207  0.10369864 -0.09930679 -0.10624304  0.0346748
 -0.03971782 -0.06739932  0.2284362  -0.07958941  0.12811904 -0.00769636
 -0.24941778  0.01419125 -0.09049079  0.15810788 -0.16080689 -0.19255607
 -0.01648865  0.00165394  0.00772419  0.05138731  0.03770501  0.0149798
 -0.07327515 -0.31374913 -0.09068199 -0.03029029 -0.06435863 -0.07301413
 -0.03009577  0.15912387 -0.1056893  -0.0041457   0.04916705  0.15929984
 -0.01875632 -0.11215495  0.21975681  0.06840965 -0.1985876  -0.03201196
  0.03949468  0.2909897   0.2507779  -0.00475209  0.01702679 -0.09757902
  0.12473382 -0.35085249  0.07822871  0.21820582  0.04891047  0.11505511
  0.07217318 -0.17445263  0.02818641  0.08598083 -0.15453011  0.00175707
  0.04150455 -0.08702253  0.06000656 -0.11908575  0.23397967  0.13019139
 -0.09955347 -0.17232762  0.19191955 -0.10887052 -0.11959448  0.0990386
 -0.15228866 -0.17646022 -0.21041292  0.00426194  0.37638667  0.20362009
 -0.12671399  0.08803325 -0.19106323 -0.07039969 -0.06940661  0.06532937
 -0.01892382  0.05168075 -0.10693981 -0.03355742  0.28174853 -0.03361963
 -0.083037    0.23073803  0.01936765  0.00991984  0.05078187  0.04444057
 -0.02171429  0.02569874 -0.22637489 -0.0974139  -0.03016965 -0.10778274
 -0.02028076  0.10183649 -0.27103001  0.19055013 -0.01481917 -0.02380407
 -0.06751168 -0.07480423 -0.08687327  0.08558431  0.24175157 -0.31963065
  0.19816104  0.14518477  0.100679    0.19835551  0.0701745   0.09956932
 -0.00476294 -0.13008514 -0.07259346 -0.10371942  0.03460669  0.07912765
  0.05478693  0.15422188]"
64,2,"[-0.02650188  0.09851639  0.12632842 -0.05117779 -0.10078638  0.08129005
  0.04561659 -0.10493341  0.23054285 -0.11855038  0.15331875  0.01812367
 -0.27310738  0.05663408 -0.05376551  0.15301728 -0.0612759  -0.30208027
 -0.06041713 -0.08600018 -0.024824    0.01294859 -0.04220622 -0.00046116
 -0.14586541 -0.23836461 -0.09715267  0.01869876 -0.02995873 -0.03962258
  0.02743581  0.20447902 -0.13888958  0.04112836  0.02548113  0.09629707
 -0.01890081 -0.1514225   0.2010894   0.0226774  -0.20628284  0.007641
  0.14287475  0.29036245  0.24310528 -0.01023812  0.00593495 -0.04504987
  0.07437718 -0.34748694  0.04648162  0.20833112  0.11319743  0.17348717
  0.0318999  -0.18718758  0.04289136  0.02841423 -0.1763552   0.0222707
  0.02232088 -0.09897904  0.04222227 -0.11844512  0.24558629  0.14204864
 -0.09811036 -0.11730789  0.2062262  -0.18267389 -0.13493164  0.07341739
 -0.18656319 -0.1592261  -0.21608856  0.03717576  0.39580616  0.21492387
 -0.10199732  0.12996796 -0.06740327 -0.00113749 -0.06276211  0.08383165
 -0.04258899 -0.03938021 -0.06881359  0.00155428  0.35217607 -0.01765093
 -0.10989754  0.22274525  0.02833516 -0.04908289  0.01906716  0.07578181
  0.03898788  0.00135018 -0.1977438  -0.03218557 -0.08627558 -0.05354
 -0.01659835  0.09999781 -0.23514454  0.18746145  0.00157608  0.00128517
 -0.05557504  0.00224453 -0.06887648  0.05321249  0.18252446 -0.31492406
  0.19337334  0.14377451  0.03424092  0.14445937  0.05080101  0.12653741
  0.04118552 -0.10265096 -0.06244932 -0.14736322  0.04663763 -0.01271531
  0.05728229  0.17284507]"
65,2,"[-2.66064797e-02  8.06870461e-02  8.17739889e-02 -5.14486022e-02
 -9.25655514e-02  9.22593176e-02  4.33422159e-03 -4.77129444e-02
  1.96691602e-01 -6.44806400e-02  1.06495909e-01 -5.31713814e-02
 -2.20254436e-01 -5.42081799e-03 -5.25069460e-02  1.50039062e-01
 -1.09107174e-01 -2.52368540e-01 -2.75244992e-02  3.58046889e-02
  3.43190357e-02  1.85029078e-02 -6.03398308e-03  4.70677465e-02
 -1.10995129e-01 -3.03549409e-01 -4.15303446e-02 -5.37948795e-02
  2.57147159e-02 -6.68722838e-02 -6.79753497e-02  1.64773107e-01
 -1.36509940e-01  5.62883914e-04  1.95927247e-02  1.53203219e-01
 -2.60412171e-02 -1.14687853e-01  2.10481092e-01  2.68052798e-02
 -2.28467286e-01  4.72038761e-02  6.67399019e-02  2.62405157e-01
  2.32064471e-01  3.97783332e-02  3.12281772e-04 -4.24106531e-02
  9.86883715e-02 -3.46673191e-01  7.12002888e-02  2.01264322e-01
  1.00941643e-01  1.65483207e-01  3.81931774e-02 -2.09935337e-01
  2.31206566e-02  7.12181181e-02 -2.27479279e-01  7.32376948e-02
 -7.16299713e-02 -7.30741918e-02  1.15065672e-01 -8.12307820e-02
  2.34885916e-01  1.30418241e-01 -6.03594221e-02 -1.81337565e-01
  2.02068850e-01 -1.67428240e-01 -1.27260581e-01  8.54725465e-02
 -1.35411948e-01 -1.45799264e-01 -2.35437423e-01  3.25246938e-02
  2.95584172e-01  1.77824184e-01 -1.55456528e-01  1.10097289e-01
 -8.84819925e-02 -7.77085796e-02 -7.94886947e-02  8.16296190e-02
 -3.67879868e-03 -2.92822495e-02 -1.10620096e-01 -8.16036239e-02
  2.91057408e-01 -5.68893105e-02 -5.02357818e-02  2.37467632e-01
  1.97766498e-02 -3.51934992e-02  2.04603076e-02  8.45661685e-02
 -5.01769930e-02  6.00685887e-02 -1.86408952e-01 -9.53597426e-02
 -1.86781548e-02 -7.79553056e-02 -6.86565554e-03  1.46386623e-01
 -2.67767310e-01  1.53967187e-01 -5.57533540e-02 -2.64089294e-02
 -2.60405783e-02  3.59328929e-04 -7.62491226e-02  9.83301643e-03
  1.96666926e-01 -3.10130805e-01  2.32264385e-01  1.82717562e-01
  8.27273726e-02  1.41505867e-01  6.10048883e-02  9.60760936e-02
  6.68250546e-02 -6.47251979e-02 -1.02917075e-01 -1.17703602e-01
  6.17024750e-02  3.84516902e-02 -3.21565457e-02  1.91307679e-01]"
66,3,"[-0.13412741  0.04181009  0.13740015 -0.07631759 -0.18835598 -0.00624607
 -0.04624674 -0.00762802  0.1639986  -0.08582276  0.1730357   0.02419461
 -0.17920052 -0.06476372 -0.01072916  0.09146389 -0.04767378 -0.13141352
 -0.09156774 -0.0995197  -0.03174271 -0.00402235 -0.11834767 -0.00951105
 -0.15948865 -0.29491737 -0.05546282 -0.10109611 -0.03258875 -0.18467478
  0.0095396   0.07487056 -0.10721167 -0.08050152 -0.01056773  0.08730973
 -0.02725219 -0.0115713   0.16643381 -0.00661142 -0.17672084  0.04305744
  0.09436892  0.31880459  0.24739148  0.03148218  0.00510337 -0.05062683
  0.25018889 -0.30681258  0.13025163  0.07476972  0.18166496  0.05631028
  0.19989088 -0.1399281   0.0156345   0.1721486  -0.25946185  0.09934572
  0.03660109 -0.06245667 -0.09837405 -0.11414474  0.19355473  0.17059
 -0.06624474 -0.10975119  0.17116332 -0.17741357 -0.05556867  0.09429735
 -0.0946433  -0.13139583 -0.33312252  0.06684672  0.29586938  0.19736286
 -0.23077913 -0.044178   -0.02977831  0.03261746  0.07845975 -0.0529922
 -0.10407686 -0.08770115 -0.0239134  -0.03091118  0.21146242  0.05095848
  0.00407911  0.15011665  0.08158842 -0.08587876  0.01540494 -0.00393137
 -0.08776192 -0.07856765 -0.16868594 -0.03535476  0.0282108  -0.12021352
  0.02345845  0.08561116 -0.30669454  0.16030598 -0.0120394  -0.02717041
 -0.04200746 -0.03683913 -0.08810438  0.05468407  0.21760441 -0.28855693
  0.18325402  0.14330791 -0.00141467  0.131698    0.02610935 -0.00382227
 -0.06711008 -0.06433798 -0.06348148 -0.07103946  0.05244111 -0.07028325
  0.05279323  0.06151176]"
67,3,"[-0.19869341  0.0704304   0.10336805 -0.06341356 -0.1971285   0.00414132
 -0.04827902 -0.04579523  0.16088344 -0.08721717  0.13226512  0.02690291
 -0.18638346 -0.06430429  0.02276826  0.12584543 -0.0167855  -0.07586686
 -0.09860696 -0.17177953 -0.00824573  0.04126162 -0.05108501  0.02465282
 -0.13160658 -0.2522532  -0.04577475 -0.07680577 -0.00432011 -0.08016412
  0.00106747  0.05728157 -0.09786312 -0.09491681  0.00748633  0.10421945
 -0.05434799 -0.04085499  0.15885301 -0.07852801 -0.12170313  0.06742786
  0.12484832  0.26895708  0.18776463 -0.00732609  0.01759198 -0.04844638
  0.23818886 -0.26662296  0.10926574  0.06607503  0.16165453  0.04437409
  0.19740365 -0.15954867  0.02057909  0.20134634 -0.20141894  0.10055193
  0.03820503 -0.0651605  -0.10438143 -0.1493187   0.21795404  0.18518431
 -0.07992622 -0.12178282  0.14051951 -0.09746321 -0.03739706  0.05789592
 -0.13824925 -0.11751787 -0.30108973  0.10976514  0.30155537  0.20321916
 -0.18849573  0.0079826  -0.04526178  0.06689768  0.02993572 -0.03765508
 -0.11324987 -0.12771288 -0.00322512 -0.00575948  0.15634692  0.02870814
 -0.008393    0.19483621  0.1117516  -0.0294212  -0.02503221 -0.03049037
 -0.12505861 -0.07800908 -0.13395171 -0.0193993   0.05742375 -0.14489706
  0.09683804  0.07721378 -0.29556173  0.16213426 -0.01331349  0.04486533
  0.00759003  0.03706008 -0.11297493  0.0697127   0.18094547 -0.24845023
  0.22049646  0.11480313  0.02343653  0.16441947  0.08380198  0.04322803
 -0.02290357  0.00785834 -0.05052588 -0.05522437  0.09637857 -0.08271776
  0.05124654  0.13708813]"
68,3,"[-0.21103433  0.08778331  0.07414305 -0.01380218 -0.17836085 -0.07054418
 -0.03531093 -0.0119618   0.17942116 -0.12154926  0.20475012  0.04210753
 -0.19109242 -0.07600984 -0.02080338  0.13205247 -0.05911902 -0.14548697
 -0.16975725 -0.11813398  0.02386874  0.03511939 -0.07758533 -0.01423009
 -0.21580215 -0.26761734 -0.02915609 -0.06382209  0.0312837  -0.0957782
  0.00375276  0.09993836 -0.13988167 -0.09326543  0.04598396  0.09149383
 -0.00240325  0.01764116  0.20394307 -0.05064797 -0.19352588  0.09084763
  0.05936688  0.25257316  0.18685699  0.02280694  0.04198202 -0.13379316
  0.2459058  -0.29249424  0.06613421  0.13410386  0.11274966  0.04606286
  0.20038137 -0.14520843  0.02223956  0.16823605 -0.20156157  0.06680416
  0.0029026  -0.05992567 -0.1177267  -0.09762564  0.12236606  0.10226572
 -0.04341884 -0.13886233  0.25312364 -0.13874745 -0.0205518   0.1645928
 -0.05352604 -0.16500872 -0.27542114  0.06652959  0.39719769  0.1992742
 -0.19640602  0.05737409 -0.030081   -0.0143069   0.04668735 -0.06859192
 -0.14501521 -0.09376505 -0.07551762  0.03795118  0.2570318   0.05164819
  0.02475257  0.20609179  0.14427282 -0.02304434  0.04525188  0.01356119
 -0.1183815  -0.10525995 -0.12276011 -0.05991833  0.15428588 -0.12188209
  0.02278673  0.07522061 -0.20891884  0.15744618 -0.0554666   0.02710858
 -0.0375464   0.03981968 -0.04974074  0.06095343  0.14216764 -0.20890479
  0.23147294  0.10119893 -0.03832705  0.13073702  0.08248187  0.01030237
 -0.04141708 -0.04035955 -0.07804835 -0.15396753  0.0741365  -0.07357225
  0.0776854   0.06148154]"
69,3,"[-1.68466449e-01  2.60926634e-02  1.45769104e-01 -4.67253737e-02
 -1.36728764e-01  2.62957299e-03 -3.72364819e-02  3.42536494e-02
  1.27851099e-01 -6.33392483e-02  1.39391258e-01  8.63537788e-02
 -1.34743765e-01 -4.24001515e-02 -3.60378623e-02  8.58946368e-02
 -3.69257331e-02 -8.83866176e-02 -1.14049874e-01 -5.66498637e-02
  3.91183048e-02  5.75580671e-02 -5.15270121e-02 -1.16779469e-04
 -1.54281080e-01 -2.98331231e-01 -6.24240041e-02 -8.71852785e-02
 -1.09983161e-02 -7.45617077e-02  5.18666208e-03  4.68162633e-02
 -1.18110284e-01 -3.35944816e-02  1.32828951e-04  9.55843329e-02
 -2.56586522e-02  2.17238851e-02  1.48134321e-01  2.16031503e-02
 -1.59108266e-01  1.08054526e-01  5.50895929e-02  2.91434646e-01
  1.87454194e-01  8.21920335e-02  3.47550549e-02 -7.94198811e-02
  2.22273335e-01 -3.26001048e-01  1.69007763e-01  6.10389151e-02
  1.39381960e-01  3.61693799e-02  2.04485968e-01 -1.43598378e-01
  3.88641842e-02  8.89843330e-02 -2.41962031e-01  1.51900768e-01
 -1.85156465e-02 -4.29290421e-02 -1.11828975e-01 -1.38692871e-01
  1.26377627e-01  1.78826764e-01 -5.28511889e-02 -1.11138016e-01
  1.99461848e-01 -1.83444574e-01 -7.86919333e-03  1.17796443e-01
 -6.58640489e-02 -1.37243673e-01 -2.75845438e-01  7.03745484e-02
  3.70529979e-01  2.27266163e-01 -2.19752267e-01 -9.45466105e-03
 -1.53454412e-02  2.33310256e-02  5.97945899e-02 -2.38114037e-02
 -1.46951973e-01 -2.26652659e-02 -3.71737033e-02  1.69320814e-02
  1.91764235e-01  4.79663163e-02  1.19015970e-03  2.32247129e-01
  1.32350579e-01 -1.87410712e-02  5.62740192e-02 -1.67400390e-02
 -6.39231652e-02 -9.16874558e-02 -1.60451800e-01 -2.87550688e-02
  5.97785264e-02 -1.41530231e-01  3.78338024e-02  3.99246551e-02
 -2.46255711e-01  1.78088680e-01 -4.26318124e-02 -1.39415283e-02
  1.40717067e-03  3.73857170e-02 -1.30940855e-01  3.46106291e-02
  1.91091374e-01 -2.13070169e-01  1.73593372e-01  1.24265954e-01
  7.77126430e-03  1.32685587e-01  5.92636950e-02  6.30414486e-02
 -6.62497282e-02 -3.38744000e-02 -7.99448341e-02 -6.49279207e-02
  6.50534928e-02 -8.95491764e-02  4.71401475e-02  9.07059982e-02]"
70,3,"[-0.17143306  0.03079241  0.13668518 -0.04373107 -0.18685128 -0.03743234
 -0.01857201  0.01472338  0.14180239 -0.10150595  0.1540803   0.04019494
 -0.17003107 -0.10048282 -0.00202856  0.14696641 -0.03016947 -0.11979143
 -0.14915098 -0.10887172 -0.00982533  0.04330841 -0.07739216 -0.02288371
 -0.16887458 -0.30472374 -0.01940206 -0.04801846 -0.00150239 -0.06632601
  0.0039459   0.08319089 -0.18035874 -0.09628467  0.02628186  0.11252853
  0.01568975 -0.02001686  0.13308869 -0.02857271 -0.1609035   0.07676833
  0.1095039   0.23510593  0.19547494  0.0286658   0.0337699  -0.07094116
  0.22497112 -0.31245005  0.11518089  0.05889421  0.13979211  0.06792318
  0.15913887 -0.12082398  0.02520436  0.1379914  -0.23457001  0.09663742
  0.01391316 -0.05153854 -0.14283583 -0.12888055  0.16333346  0.16174015
 -0.05811842 -0.12096108  0.22320694 -0.15646978 -0.01735224  0.0623198
 -0.07524098 -0.09028193 -0.30518904  0.07923979  0.32184851  0.20370631
 -0.21601576 -0.01275625 -0.05335476  0.04996289  0.01384021 -0.05299761
 -0.07939733 -0.08873323 -0.00677906  0.04485122  0.22967719  0.04151038
  0.01638671  0.21676141  0.12785362 -0.05238253  0.0013419  -0.00830564
 -0.07512314 -0.09181298 -0.12896416 -0.0151867   0.10850443 -0.12177697
  0.06694535  0.07731768 -0.25628433  0.16668071 -0.04274976  0.01788007
  0.04097652  0.03920678 -0.07904573  0.02890807  0.14994906 -0.18347996
  0.25974166  0.12383088 -0.01779584  0.12861188  0.04453456  0.05670368
 -0.02549502 -0.04127086 -0.04490825 -0.13005871  0.05120392 -0.09086259
  0.05937529  0.1114145 ]"
71,3,"[-0.17701828  0.08846851  0.19332695 -0.02716485 -0.1707024   0.02132598
 -0.0531921   0.00922078  0.16295415 -0.07965131  0.18534696  0.05595506
 -0.15933523 -0.07166132 -0.02912559  0.13271545 -0.00392223 -0.12190627
 -0.15519172 -0.07807668  0.00961001  0.05463688 -0.07961392 -0.00244636
 -0.16810037 -0.28175548 -0.03339314 -0.05962748  0.00261406 -0.11437812
 -0.00495165  0.09665871 -0.14170742 -0.07096736  0.01250955  0.0916361
  0.0021268  -0.01490799  0.16778892 -0.05240115 -0.15588638  0.095351
  0.05607238  0.28104463  0.18384765  0.01878512  0.03749824 -0.07075873
  0.20271568 -0.3147487   0.13042109  0.11069594  0.12599191  0.078058
  0.18235281 -0.12129016  0.02844269  0.14674638 -0.20512731  0.10786585
  0.00264049 -0.05098759 -0.1318333  -0.14551638  0.13547094  0.1628463
 -0.06172186 -0.14324978  0.15856326 -0.13929468 -0.02785414  0.12688886
 -0.11288244 -0.10528876 -0.31301105  0.08334847  0.36907399  0.20266835
 -0.29225451 -0.03564594 -0.03042569  0.0340903   0.04084118 -0.05594768
 -0.11118393 -0.09359967 -0.02451267  0.02419838  0.23896405  0.06467574
 -0.00783105  0.21487789  0.16031811 -0.09032578  0.00800089 -0.00046945
 -0.01959173 -0.12598759 -0.15097852 -0.01472713  0.07251036 -0.08459173
 -0.0092011   0.07688429 -0.27201673  0.18647583 -0.01760882  0.00308676
  0.00357998  0.02529123 -0.13053589  0.04829962  0.21157625 -0.21187058
  0.19680111  0.1254607   0.00491071  0.1044227   0.04899212  0.06228466
 -0.05053257 -0.02940484 -0.02700613 -0.13497742  0.10385875 -0.09412747
  0.04897024  0.07393743]"
72,3,"[-1.45520404e-01  5.59337959e-02  1.17733039e-01 -3.31583433e-02
 -1.60280377e-01  6.06640428e-03 -6.91734627e-02 -2.62324698e-04
  8.91243964e-02 -4.54432778e-02  1.83354348e-01  4.79062796e-02
 -2.05991656e-01 -2.47197933e-02  2.12016813e-02  1.13384992e-01
  2.17204690e-02 -1.09090768e-01 -1.73564836e-01 -8.64521787e-02
 -1.01172831e-02  6.06153235e-02 -9.25020576e-02 -2.81666126e-03
 -1.64975554e-01 -3.71109366e-01 -4.59828675e-02 -2.43894421e-02
 -5.06538674e-02 -8.72858092e-02 -1.14455922e-02  2.45128740e-02
 -1.15288489e-01 -7.14485645e-02  4.37899642e-02  1.06365606e-01
 -1.63321961e-02 -8.26536268e-02  1.51538998e-01  1.20457187e-02
 -1.86756745e-01  6.97403252e-02  1.16935372e-01  2.50620931e-01
  1.94350496e-01  3.45844626e-02  9.61582214e-02 -2.96190456e-02
  1.85074821e-01 -2.70322382e-01  1.40445441e-01  5.71027622e-02
  1.89288408e-01  5.40033802e-02  1.74644455e-01 -1.87546909e-01
 -1.26175582e-03  2.17430413e-01 -2.26505339e-01  7.31294230e-02
  1.32816955e-02 -2.25755367e-02 -7.76738822e-02 -1.33606628e-01
  2.25486904e-01  2.08245426e-01 -1.01941302e-01 -1.38637513e-01
  1.82560995e-01 -1.24523118e-01 -4.76346724e-02  1.57746226e-02
 -1.22926436e-01 -1.42631248e-01 -3.11379701e-01  1.21212348e-01
  3.34718674e-01  2.02072322e-01 -2.51081735e-01 -1.10989315e-02
 -3.24697159e-02  5.15737645e-02  3.38500701e-02 -2.06490196e-02
 -8.99500027e-02 -7.84821883e-02 -2.47561224e-02 -1.89317763e-02
  2.28897735e-01  1.11741871e-01 -2.92474590e-02  1.88822716e-01
  7.07293898e-02 -2.40463428e-02  3.24339271e-02  5.60583430e-04
 -1.38180271e-01 -5.63708395e-02 -9.04043168e-02  1.14419870e-03
  2.87824050e-02 -9.29223076e-02  7.94200599e-02  1.17412001e-01
 -2.38490060e-01  1.93308756e-01 -6.27915412e-02  6.15841672e-02
  3.15699726e-02  5.93057126e-02 -7.86815509e-02  1.56312492e-02
  1.55178845e-01 -2.51239508e-01  1.84896067e-01  1.09731168e-01
  6.73185196e-03  1.44614458e-01  9.31280926e-02  4.72188331e-02
  1.26955686e-02  2.88238265e-02 -1.71246499e-01 -7.38750175e-02
  5.30606508e-02 -1.15541734e-01  7.08036050e-02  1.31189600e-01]"
